Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
319,Nahuel Estévez\Nahuel-Estevez,ar ARG,MF,Estudiantes,23,1995,17,10,957,1,1,0,0,4,0,0.09,0.09,0.19,0.09,0.19,Matches
320,Iván Erquiaga\Ivan-Erquiaga,ar ARG,DF,Estudiantes,21,1998,8,7,634,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
321,Mauro Díaz\Mauro-Diaz,ar ARG,MF,Estudiantes,28,1991,3,0,79,0,1,0,0,1,0,0.00,1.14,1.14,0.00,1.14,Matches
322,Nazareno Colombo\Nazareno-Colombo,ar ARG,DF,Estudiantes,20,1999,11,8,771,2,0,0,0,5,0,0.23,0.00,0.23,0.23,0.23,Matches
323,Martín Cauteruccio\Martin-Cauteruccio,uy URU,FW,Estudiantes,32,1987,4,4,271,2,0,0,0,0,0,0.66,0.00,0.66,0.66,0.66,Matches
324,Manuel Castro\Manuel-Castro,uy URU,MF,Estudiantes,23,1995,14,12,952,1,0,0,0,0,0,0.09,0.00,0.09,0.09,0.09,Matches
325,David Ayala\David-Ayala,ar ARG,MF,Estudiantes,17,2002,1,1,79,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
326,Mariano Andújar\Mariano-Andujar,ar ARG,GK,Estudiantes,36,1983,23,23,2070,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
327,Pablo Velázquez\Pablo-Velazquez,py PAR,FW,Gimnasia ELP,32,1987,9,5,518,1,0,0,0,1,0,0.17,0.00,0.17,0.17,0.17,Matches
328,Jesús Vargas\Jesus-Vargas,ve VEN,FW,Gimnasia ELP,19,1999,5,0,87,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
329,Marco Torsiglieri\Marco-Torsiglieri,ar ARG,DF,Gimnasia ELP,31,1988,8,7,675,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
330,Horacio Tijanovich\Horacio-Tijanovich,ar ARG,FWMF,Gimnasia ELP,23,1996,17,14,1237,1,1,0,0,5,0,0.07,0.07,0.15,0.07,0.15,Matches
331,Claudio Spinelli\Claudio-Spinelli,ar ARG,FW,Gimnasia ELP,22,1997,9,4,372,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
332,Janeiler Rivas\Janeiler-Rivas,co COL,DF,Gimnasia ELP,31,1988,1,1,75,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
333,Erik Ramírez\Erik-Ramirez,ar ARG,MF,Gimnasia ELP,22,1996,8,6,456,3,0,0,0,1,0,0.59,0.00,0.59,0.59,0.59,Matches
334,Matías Pérez García\Matias-Perez-Garcia,ar ARG,MF,Gimnasia ELP,34,1984,7,6,453,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
335,José Paradela\Jose-Paradela,ar ARG,MF,Gimnasia ELP,20,1998,16,11,1073,0,1,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches
336,Franco Mussis\Franco-Mussis,ar ARG,MF,Gimnasia ELP,27,1992,10,5,422,0,1,0,0,2,0,0.00,0.21,0.21,0.00,0.21,Matches
337,Leonardo Morales\Leonardo-Morales,ar ARG,DF,Gimnasia ELP,28,1991,8,8,720,0,2,0,0,0,0,0.00,0.25,0.25,0.00,0.25,Matches
338,Matías Miranda\Matias-Miranda,ar ARG,MF,Gimnasia ELP,19,2000,6,3,320,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
339,Matías Melluso\Matias-Melluso,ar ARG,DF,Gimnasia ELP,21,1998,12,12,1063,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
340,Alexis Martin Arias\Alexis-Martin-Arias,ar ARG,GK,Gimnasia ELP,27,1992,15,14,1319,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
341,Harrinson Mancilla\Harrinson-Mancilla,co COL,MF,Gimnasia ELP,27,1991,7,7,630,0,1,0,0,3,0,0.00,0.14,0.14,0.00,0.14,Matches
342,Lucas Licht\Lucas-Licht,ar ARG,DF,Gimnasia ELP,38,1981,11,8,725,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
343,Nelson Insfrán\Nelson-Insfran,ar ARG,GK,Gimnasia ELP,24,1995,2,2,118,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
344,Germán Guiffrey\German-Guiffrey,ar ARG,DF,Gimnasia ELP,21,1997,9,9,778,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
345,Manuel Guanini\Manuel-Guanini,ar ARG,DF,Gimnasia ELP,23,1996,12,11,1002,1,0,0,0,4,0,0.09,0.00,0.09,0.09,0.09,Matches
346,Matías Gómez\Matias-Gomez,ar ARG,FW,Gimnasia ELP,20,1998,6,0,88,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
347,Paolo Goltz\Paolo-Goltz,ar ARG,DF,Gimnasia ELP,34,1985,7,7,630,1,0,0,0,2,0,0.14,0.00,0.14,0.14,0.14,Matches
348,Matías García\Matias-Garcia,ar ARG,MF,Gimnasia ELP,27,1991,19,19,1483,6,3,1,1,6,1,0.36,0.18,0.55,0.30,0.49,Matches
349,Pablo Cuadra\Pablo-Cuadra,ar ARG,MF,Gimnasia ELP,24,1995,5,5,393,0,1,0,0,2,0,0.00,0.23,0.23,0.00,0.23,Matches
350,Maximiliano Coronel\Maximiliano-Coronel,ar ARG,DF,Gimnasia ELP,30,1989,16,13,1189,1,0,0,0,4,0,0.08,0.00,0.08,0.08,0.08,Matches
351,Leandro Contín\Leandro-Contin,ar ARG,FW,Gimnasia ELP,23,1995,15,12,1042,4,3,0,0,3,0,0.35,0.26,0.60,0.35,0.60,Matches
352,Maximiliano Comba\Maximiliano-Comba,ar ARG,MF,Gimnasia ELP,25,1994,17,11,930,0,1,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches
353,Sebastián Cocimano\Sebastian-Cocimano,ar ARG,MF,Gimnasia ELP,19,2000,2,0,50,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
354,Khalil Caraballo\Khalil-Caraballo,ar ARG,FW,Gimnasia ELP,20,1999,1,0,7,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
355,Maximiliano Caire\Maximiliano-Caire,ar ARG,DF,Gimnasia ELP,31,1988,16,16,1439,1,0,0,0,5,1,0.06,0.00,0.06,0.06,0.06,Matches
356,Jorge Broun\Jorge-Broun,ar ARG,GK,Gimnasia ELP,33,1986,7,7,630,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
357,Agustín Bolívar\Agustin-Bolivar,ar ARG,MF,Gimnasia ELP,23,1996,3,1,126,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
358,Lucas Barrios\Lucas-Barrios,py PAR,FW,Gimnasia ELP,34,1984,3,2,208,0,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,Matches
359,Víctor Ayala\Victor-Ayala,py PAR,MF,Gimnasia ELP,31,1988,18,18,1620,2,1,0,0,5,0,0.11,0.06,0.17,0.11,0.17,Matches
360,Brahian Alemán\Brahian-Aleman,uy URU,MFFW,Gimnasia ELP,29,1989,11,6,595,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
361,Jonathan Agudelo\Jonathan-Agudelo,co COL,FW,Gimnasia ELP,26,1992,4,3,199,1,0,0,0,1,0,0.45,0.00,0.45,0.45,0.45,Matches
362,Enzo Ybañez\Enzo-Ybanez,ar ARG,DF,Godoy Cruz,20,1998,2,1,91,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
363,Leandro Vella\Leandro-Vella,ar ARG,MFFW,Godoy Cruz,22,1996,14,8,865,1,1,0,0,3,0,0.10,0.10,0.21,0.10,0.21,Matches
364,Joaquín Varela\Joaquin-Varela,ar ARG,DF,Godoy Cruz,22,1997,13,10,784,0,0,0,0,4,2,0.00,0.00,0.00,0.00,0.00,Matches
365,Marcos Rouzies\Marcos-Rouzies,ar ARG,DF,Godoy Cruz,22,1997,1,1,45,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
366,Rodrigo Rey\Rodrigo-Rey,ar ARG,GK,Godoy Cruz,28,1991,7,7,630,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
367,Roberto Ramírez\Roberto-Ramirez,ar ARG,GK,Godoy Cruz,23,1996,6,6,540,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
368,Richard Prieto\Richard-Prieto,py PAR,MF,Godoy Cruz,22,1997,2,1,116,1,0,0,0,1,0,0.78,0.00,0.78,0.78,0.78,Matches
369,Luciano Pizarro\Luciano-Pizarro,ar ARG,MF,Godoy Cruz,22,1997,1,0,15,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
370,Danilo Ortiz\Danilo-Ortiz,py PAR,DF,Godoy Cruz,27,1992,2,2,180,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
371,Miguel Merentiel\Miguel-Merentiel,uy URU,FWMF,Godoy Cruz,23,1996,12,7,598,2,1,0,0,1,0,0.30,0.15,0.45,0.30,0.45,Matches
372,Andrés Mehring\Andres-Mehring,ar ARG,GK,Godoy Cruz,25,1994,7,6,595,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
373,Agustín Manzur\Agustin-Manzur,ar ARG,MF,Godoy Cruz,18,2000,9,6,600,0,1,0,0,2,0,0.00,0.15,0.15,0.00,0.15,Matches
374,Sebastián Lomonaco\Sebastian-Lomonaco,ar ARG,FWMF,Godoy Cruz,20,1998,8,3,319,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
375,Miguel Jacquet Duarte\Miguel-Jacquet-Duarte,py PAR,DF,Godoy Cruz,27,1992,9,8,691,0,0,0,0,5,2,0.00,0.00,0.00,0.00,0.00,Matches
376,Marcelo Herrera\Marcelo-Herrera,ar ARG,DF,Godoy Cruz,27,1992,5,5,430,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
377,Fabián Henríquez\Fabian-Henriquez,ar ARG,MF,Godoy Cruz,24,1995,15,14,1194,1,1,0,0,9,0,0.08,0.08,0.15,0.08,0.15,Matches
378,Franco González\Franco-Gonzalez,ar ARG,MF,Godoy Cruz,,,4,2,157,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
379,Santiago García\Santiago-Garcia,uy URU,FW,Godoy Cruz,28,1990,13,12,1100,6,2,0,0,2,0,0.49,0.16,0.65,0.49,0.65,Matches
380,Marcelo Freites\Marcelo-Freites,ar ARG,MF,Godoy Cruz,21,1998,9,5,424,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
381,Gianluca Ferrari\Gianluca-Ferrari,ar ARG,DF,Godoy Cruz,22,1997,6,5,457,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
382,Kevin Facundo Gutiérrez\Kevin-Facundo-Gutierrez,ar ARG,MF,Godoy Cruz,22,1997,15,14,1114,0,2,0,0,0,0,0.00,0.16,0.16,0.00,0.16,Matches
383,Wilder Cartagena\Wilder-Cartagena,pe PER,MF,Godoy Cruz,24,1994,4,4,360,1,0,0,0,1,0,0.25,0.00,0.25,0.25,0.25,Matches
384,Gabriel Carrasco\Gabriel-Carrasco,ar ARG,DFMF,Godoy Cruz,22,1997,7,7,630,0,1,0,0,1,0,0.00,0.14,0.14,0.00,0.14,Matches
385,Tomás Cardona\Tomas-Cardona,ar ARG,DF,Godoy Cruz,23,1995,16,15,1339,0,1,0,0,4,1,0.00,0.07,0.07,0.00,0.07,Matches
386,Valentín Burgoa\Valentin-Burgoa,ar ARG,MF,Godoy Cruz,19,2000,12,6,570,0,1,0,0,0,0,0.00,0.16,0.16,0.00,0.16,Matches
387,Ezequiel Bullaude\Ezequiel-Bullaude,ar ARG,MF,Godoy Cruz,18,2000,2,2,145,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
388,Juan Brunetta\Juan-Brunetta,ar ARG,MFFW,Godoy Cruz,22,1997,19,17,1426,6,1,1,1,2,0,0.38,0.06,0.44,0.32,0.38,Matches
389,Néstor Breitenbruch\Nestor-Breitenbruch,ar ARG,DF,Godoy Cruz,23,1995,16,16,1395,0,1,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches
390,Juan Bolado\Juan-Bolado,ar ARG,GK,Godoy Cruz,22,1997,4,4,305,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
391,Facundo Barboza\Facundo-Barboza,ar ARG,MF,Godoy Cruz,23,1996,4,2,144,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
392,Tomás Badaloni\Tomas-Badaloni,ar ARG,FW,Godoy Cruz,19,2000,19,9,1021,3,3,0,0,1,0,0.26,0.26,0.53,0.26,0.53,Matches
393,Nahuel Arena\Nahuel-Arena,ar ARG,DFMF,Godoy Cruz,20,1998,7,5,478,1,0,0,0,3,1,0.19,0.00,0.19,0.19,0.19,Matches
394,Juan Andrada\Juan-Andrada,ar ARG,MF,Godoy Cruz,24,1995,17,16,1364,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
395,Tomás Álvarez\Tomas-Alvarez,ar ARG,DF,Godoy Cruz,19,2000,2,1,99,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
396,Christian Almeida\Christian-Almeida,uy URU,DF,Godoy Cruz,29,1989,5,4,354,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
397,Agustín Aleo\Agustin-Aleo,ar ARG,DF,Godoy Cruz,21,1998,12,10,901,0,1,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches
398,Gabriel Alanís\Gabriel-Alanis,ar ARG,MFDF,Godoy Cruz,25,1994,14,12,1046,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
399,Zaid Romero\Zaid-Romero,ar ARG,MF,Godoy Cruz,19,1999,1,0,57,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
400,Alan Velasco\Alan-Velasco,ar ARG,MF,Independiente,17,2002,4,0,62,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
401,Gastón Togni\Gaston-Togni,ar ARG,MF,Independiente,21,1997,5,2,222,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
402,Gastón Silva\Gaston-Silva,uy URU,DF,Independiente,25,1994,18,16,1417,0,1,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matches
403,Francisco Silva\Francisco-Silva,cl CHI,DFMF,Independiente,33,1986,1,0,19,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
404,Juan Sánchez Miño\Juan-Sanchez-Mino,ar ARG,DFMF,Independiente,29,1990,22,19,1793,1,2,0,0,4,0,0.05,0.10,0.15,0.05,0.15,Matches
405,Silvio Romero\Silvio-Romero,ar ARG,FW,Independiente,31,1988,20,20,1680,12,0,4,4,0,0,0.64,0.00,0.64,0.43,0.43,Matches
406,Lucas Romero\Lucas-Romero,ar ARG,MF,Independiente,25,1994,19,19,1609,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Matches
407,Braian Romero\Braian-Romero,ar ARG,MF,Independiente,28,1991,5,4,368,1,0,0,0,0,0,0.24,0.00,0.24,0.24,0.24,Matches
408,Andrés Roa\Andres-Roa,co COL,MF,Independiente,26,1993,12,6,583,2,0,0,0,2,1,0.31,0.00,0.31,0.31,0.31,Matches
409,Francisco Pizzini\Francisco-Pizzini,ar ARG,FW,Independiente,25,1993,2,1,59,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
410,Pablo Pérez\Pablo-Perez,ar ARG,MF,Independiente,33,1985,14,14,1147,0,3,0,0,8,1,0.00,0.24,0.24,0.00,0.24,Matches
411,Sebastián Palacios\Sebastian-Palacios,ar ARG,FWMF,Independiente,27,1992,14,8,813,2,1,0,0,1,1,0.22,0.11,0.33,0.22,0.33,Matches
412,Thomas Ortega\Thomas-Ortega,ar ARG,DF,Independiente,18,2000,1,0,40,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
413,Emanuel Mercado\Emanuel-Mercado,ar ARG,MF,Independiente,22,1997,1,1,90,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
414,Diego Mercado\Diego-Mercado,ar ARG,MF,Independiente,22,1997,2,1,91,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
415,Brian Martínez\Brian-Martinez,ar ARG,MF,Independiente,19,1999,7,1,176,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
416,Dan Lincoln\Dan-Lincoln,ar ARG,MF,Independiente,24,1995,2,1,96,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
417,Lucas González\Lucas-Gonzalez,ar ARG,MF,Independiente,19,2000,2,1,76,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
418,Alan Franco\Alan-Franco,ar ARG,DF,Independiente,22,1996,18,18,1595,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
419,Jorge Figal\Jorge-Figal,ar ARG,DF,Independiente,25,1994,14,14,1239,1,2,0,0,10,0,0.07,0.15,0.22,0.07,0.22,Matches
420,Leandro Fernández\Leandro-Fernandez,ar ARG,FW,Independiente,28,1991,7,5,467,2,2,0,0,3,1,0.39,0.39,0.77,0.39,0.77,Matches
421,Cecilio Domínguez\Cecilio-Dominguez,py PAR,MF,Independiente,24,1994,21,15,1249,2,2,0,0,0,1,0.14,0.14,0.29,0.14,0.29,Matches
422,Nicolás Domingo\Nicolas-Domingo,ar ARG,MF,Independiente,34,1985,8,3,420,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
423,Cristian Chávez\Cristian-Chavez,ar ARG,FWMF,Independiente,32,1987,7,0,126,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
424,Martín Campaña\Martin-Campana,uy URU,GK,Independiente,30,1989,23,23,2070,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
425,Fabricio Bustos\Fabricio-Bustos,ar ARG,DF,Independiente,23,1996,22,19,1682,0,3,0,0,5,1,0.00,0.16,0.16,0.00,0.16,Matches
426,Domingo Blanco\Domingo-Blanco,ar ARG,MF,Independiente,24,1995,20,19,1535,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
427,Martín Benítez\Martin-Benitez,ar ARG,MFFW,Independiente,25,1994,12,9,687,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
428,Carlos Benavídez\Carlos-Benavidez,uy URU,MF,Independiente,21,1998,3,2,165,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
429,Sergio Barreto\Sergio-Barreto,ar ARG,DF,Independiente,20,1999,4,3,289,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
430,Alexander Barboza\Alexander-Barboza,ar ARG,DF,Independiente,24,1995,10,9,753,1,0,0,0,8,1,0.12,0.00,0.12,0.12,0.12,Matches
431,Matías Vera\Matias-Vera,ar ARG,DF,Lanús,21,1997,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
432,Lucas Vera Piris\Lucas-Vera-Piris,ar ARG,MF,Lanús,25,1994,20,18,1501,0,3,0,0,2,0,0.00,0.18,0.18,0.00,0.18,Matches
433,Lautaro Valenti\Lautaro-Valenti,ar ARG,DF,Lanús,20,1999,22,22,1980,3,0,0,0,6,0,0.14,0.00,0.14,0.14,0.14,Matches
434,José Sand\Jose-Sand,ar ARG,FW,Lanús,39,1980,23,23,2067,10,2,6,6,4,0,0.44,0.09,0.52,0.17,0.26,Matches
435,Agustín Rossi\Agustin-Rossi,ar ARG,GK,Lanús,23,1995,23,23,2070,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
436,Facundo Quignon\Facundo-Quignon,ar ARG,MF,Lanús,26,1993,20,20,1800,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
437,Matías Pérez\Matias-Perez,ar ARG,DF,Lanús,20,1999,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
438,Facundo Pérez\Facundo-Perez,ar ARG,MF,Lanús,,,4,2,166,0,1,0,0,3,0,0.00,0.54,0.54,0.00,0.54,Matches
439,Nicolás Pasquini\Nicolas-Pasquini,ar ARG,DF,Lanús,28,1991,15,15,1241,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
440,Nicolás Orsini\Nicolas-Orsini,ar ARG,FW,Lanús,24,1994,20,0,296,1,1,0,0,1,0,0.30,0.30,0.61,0.30,0.61,Matches
441,Ezequiel Muñoz\Ezequiel-Munoz,ar ARG,DF,Lanús,28,1990,22,22,1980,1,0,0,0,3,0,0.05,0.00,0.05,0.05,0.05,Matches
442,Marcelino Moreno\Marcelino-Moreno,ar ARG,MFFW,Lanús,25,1994,20,20,1692,3,4,0,0,3,0,0.16,0.21,0.37,0.16,0.37,Matches
443,Pablo Martínez\Pablo-Martinez,py PAR,FW,Lanús,22,1996,1,0,20,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
444,Gastón Lodico\Gaston-Lodico,ar ARG,MF,Lanús,21,1998,4,0,51,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
445,Matías Eduardo Esquivel\Matias-Eduardo-Esquivel,ar ARG,MF,Lanús,20,1999,7,5,347,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
446,Leonel Di Plácido\Leonel-Di-Placido,ar ARG,DF,Lanús,25,1994,21,20,1773,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,Matches
447,Pedro De la Vega\Pedro-De-la-Vega,ar ARG,FW,Lanús,18,2001,17,1,374,4,0,0,0,3,0,0.96,0.00,0.96,0.96,0.96,Matches
448,Gabriel Carrasco\Gabriel-Carrasco,ar ARG,DF,Lanús,22,1997,4,1,126,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
449,Darío Cáceres\Dario-Caceres,ar ARG,DF,Lanús,21,1998,2,1,119,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
450,Guillermo Burdisso\Guillermo-Burdisso,ar ARG,DF,Lanús,30,1988,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
451,Alexandro Bernabei\Alexandro-Bernabei,ar ARG,DFMF,Lanús,18,2000,13,11,947,1,0,0,0,3,0,0.10,0.00,0.10,0.10,0.10,Matches
452,Tomás Belmonte\Tomas-Belmonte,ar ARG,MF,Lanús,21,1998,16,7,649,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
453,Fernando Belluschi\Fernando-Belluschi,ar ARG,MF,Lanús,35,1983,4,0,127,0,1,0,0,0,0,0.00,0.71,0.71,0.00,0.71,Matches
454,Carlos Auzqui\Carlos-Auzqui,ar ARG,FWMF,Lanús,28,1991,22,21,1664,4,2,0,0,7,0,0.22,0.11,0.32,0.22,0.32,Matches
455,Lautaro Acosta\Lautaro-Acosta,ar ARG,FWMF,Lanús,31,1988,17,17,1420,2,2,0,0,2,0,0.13,0.13,0.25,0.13,0.25,Matches
456,Luciano Abecasis\Luciano-Abecasis,ar ARG,DF,Lanús,29,1990,1,1,90,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
457,Lucas Villarruel\Lucas-Villarruel,ar ARG,MF,Newell's OB,28,1990,12,4,480,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
458,Rodrigo Salinas\Rodrigo-Salinas,ar ARG,FW,Newell's OB,33,1986,15,5,536,1,0,0,0,1,1,0.17,0.00,0.17,0.17,0.17,Matches
459,Maxi Rodríguez\Maxi-Rodriguez,ar ARG,FWMF,Newell's OB,38,1981,23,23,2018,6,1,3,4,1,0,0.27,0.04,0.31,0.13,0.18,Matches
460,Denis Rodríguez\Denis-Rodriguez,ar ARG,MF,Newell's OB,23,1996,15,8,715,0,2,0,0,5,0,0.00,0.25,0.25,0.00,0.25,Matches
461,Alexis Rodríguez\Alexis-Rodriguez,ar ARG,FWMF,Newell's OB,23,1996,18,7,671,1,1,0,0,5,0,0.13,0.13,0.27,0.13,0.27,Matches
462,Braian Rivero\Braian-Rivero,ar ARG,MF,Newell's OB,23,1996,10,4,478,0,1,0,0,2,0,0.00,0.19,0.19,0.00,0.19,Matches
463,Pablo Pérez\Pablo-Perez,ar ARG,MF,Newell's OB,33,1985,3,3,247,1,0,0,0,1,0,0.36,0.00,0.36,0.36,0.36,Matches
464,Sebastián Palacios\Sebastian-Palacios,ar ARG,FW,Newell's OB,27,1992,6,4,405,2,0,0,0,1,0,0.44,0.00,0.44,0.44,0.44,Matches
465,Matías Orihuela\Matias-Orihuela,ar ARG,DF,Newell's OB,27,1992,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
466,Facundo Nadalín\Facundo-Nadalin,ar ARG,DF,Newell's OB,21,1997,7,7,553,1,1,0,0,0,0,0.16,0.16,0.33,0.16,0.33,Matches
467,Aníbal Moreno\Anibal-Moreno,ar ARG,MF,Newell's OB,20,1999,12,7,632,1,1,0,0,1,0,0.14,0.14,0.28,0.14,0.28,Matches
468,Cristian Lema\Cristian-Lema,ar ARG,DF,Newell's OB,28,1990,22,22,1980,5,0,1,1,7,0,0.23,0.00,0.23,0.18,0.18,Matches
469,Luís Leal\Luis-Leal,st STP,FW,Newell's OB,32,1987,14,12,1016,3,0,0,0,4,0,0.27,0.00,0.27,0.27,0.27,Matches
470,Cristian Insaurralde\Cristian-Insaurralde,ar ARG,MF,Newell's OB,28,1991,4,1,122,1,0,0,0,0,0,0.74,0.00,0.74,0.74,0.74,Matches
471,Francisco González\Francisco-Gonzalez,ar ARG,FW,Newell's OB,18,2001,1,0,7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
472,Santiago Gentiletti\Santiago-Gentiletti,ar ARG,DF,Newell's OB,34,1985,22,22,1980,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
473,Ángelo Gabrielli\Angelo-Gabrielli,uy URU,DF,Newell's OB,26,1992,17,15,1390,2,3,0,0,5,0,0.13,0.19,0.32,0.13,0.32,Matches
474,Francisco Fydriszewski\Francisco-Fydriszewski,ar ARG,FW,Newell's OB,26,1993,1,1,61,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
475,Mauro Formica\Mauro-Formica,ar ARG,MF,Newell's OB,31,1988,15,13,995,3,0,0,0,4,0,0.27,0.00,0.27,0.27,0.27,Matches
476,Fabricio Fontanini\Fabricio-Fontanini,ar ARG,DF,Newell's OB,29,1990,2,2,180,1,0,0,0,0,0,0.50,0.00,0.50,0.50,0.50,Matches
477,Julián Fernández\Julian-Fernandez,ar ARG,MF,Newell's OB,30,1989,22,22,1972,1,3,0,0,9,0,0.05,0.14,0.18,0.05,0.18,Matches
478,Nicolás Castro\Nicolas-Castro,ar ARG,MF,Newell's OB,18,2000,3,0,43,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
479,Jerónimo Cacciabue\Jeronimo-Cacciabue,ar ARG,MF,Newell's OB,21,1998,8,8,630,1,1,0,0,3,0,0.14,0.14,0.29,0.14,0.29,Matches
480,Enzo Cabrera\Enzo-Cabrera,ar ARG,FW,Newell's OB,19,1999,1,0,6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
